UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Torque_ToolWear,Speed_ToolWear,Type_encoded
7001,M21860,0.08678657119572769,0.36599429358644536,-0.4234456748529683,0.5555856609411683,1.3697092879106838,0,0,0,0,0,0,0.6507577459049486,0.4320022791391795,1.6185465468339406,1.183552126843385,1.3318889527502387
7002,L54181,0.03988215501521234,0.3023984128589897,0.12780826492233066,-0.1719822454193478,1.4167203314702983,0,0,0,0,0,0,-0.015082081739096349,0.4320022791391795,1.153685188474254,1.4260549857189846,-0.3380416704365194
7003,H36416,0.03988215501521234,0.36599429358644536,-0.7072595844402509,0.7250192829703299,1.448061027176708,0,0,0,0,0,0,0.6539494667903523,0.5426383583831316,1.8195791294037127,1.1524866470862487,-2.0079722936232773
7004,L54183,0.03988215501521234,0.36599429358644536,-0.003182770271799793,0.675185864726459,1.526412766442732,0,0,0,0,0,0,1.1730970216920849,0.5426383583831316,1.866552659765237,1.4855121551362134,-0.3380416704365194
7005,L54184,0.03988215501521234,0.36599429358644536,2.2345807476279287,-1.9560186185499293,1.5577534621491418,0,0,0,0,0,0,-1.9828024091264667,0.5426383583831316,-0.0398663040350341,2.3605347217095543,-0.3380416704365194
7006,M21865,0.08678657119572769,0.4295901743138648,-1.1002326900226422,1.2931202509504587,-1.7016788913174623,0,0,0,0,0,0,1.0672041168427027,0.5426383583830686,-1.531152278459849,-1.6560921796275558,1.3318889527502387
7007,H36420,0.08678657119572769,0.36599429358644536,-0.6635959060422074,-0.032448674336509185,-1.6546678477578478,0,0,0,0,0,0,-0.3618181451430436,0.4320022791391795,-1.4891939671294045,-1.6139354224308298,-2.0079722936232773
7008,L54187,0.03988215501521234,0.36599429358644536,-0.22695912206177263,0.525685609994846,-1.5763161084918236,0,0,0,0,0,0,0.7667431259699501,0.5426383583831316,-1.4034407853867121,-1.5373362876136638,-0.3380416704365194
7009,L54188,0.03988215501521234,0.36599429358644536,-0.9419518558297346,0.9642196905409106,-1.544975412785414,0,0,0,0,0,0,0.7763085280118336,0.5426383583831316,-1.355972796810856,-1.5206201480439965,-0.3380416704365194
7010,L54189,0.03988215501521234,0.3023984128589897,-0.025014609470821535,-0.37131591839483175,-1.5136347170790043,0,0,0,0,0,0,-0.41932768476628557,0.4320022791391795,-1.3777289582414567,-1.4735614423360233,-0.3380416704365194
7011,M21870,0.03988215501521234,0.3023984128589897,-0.39069791605443566,0.2964518860730391,-1.4822940213725946,0,0,0,0,0,0,0.30460731936070845,0.4320022791391795,-1.3190297045114918,-1.4524285976430908,1.3318889527502387
7012,L54191,0.03988215501521234,0.3023984128589897,5.9623672908608905,-2.7633199941006397,-1.43528297781298,1,0,0,1,0,0,-2.7111784927729072,0.4320022791391795,-1.4579018258509757,-1.2128272961690982,-0.3380416704365194
7013,L54192,-0.007022261165303,0.23880253213153407,-1.3240090418126151,2.1402883610962657,-1.4039422821065706,0,0,0,0,0,0,1.9323947315310626,0.4320022791391795,-1.1191273121459069,-1.4118662115783058,-0.3380416704365194
7014,M21873,-0.007022261165303,0.23880253213153407,0.018649068927221946,-0.3613492347460581,-1.3726015864001608,0,0,0,0,0,0,-0.3759905571479571,0.4320022791391795,-1.2619197807561646,-1.3349996977514353,1.3318889527502387
7015,H36428,0.03988215501521234,0.3023984128589897,-0.7509232628382944,0.7748527012142009,-1.3255905428405463,0,0,0,0,0,0,0.6855640966002108,0.4320022791391795,-1.1268267329119313,-1.322640845747321,-2.0079722936232773
7016,L54195,0.03988215501521234,0.3023984128589897,-0.4834832326502781,0.2964518860730391,-1.2472388035745223,0,0,0,0,0,0,0.23342315906330396,0.4320022791391795,-1.091755518138252,-1.2390997596041262,-0.3380416704365194
7017,L54196,0.08678657119572769,0.3023984128589897,-0.17237952406421828,0.3163852533705877,-1.2158981078681126,0,0,0,0,0,0,0.5015569952802236,0.3213661998952274,-1.0592625497678738,-1.1928431909252661,-0.3380416704365194
7018,M21877,0.13369098737621637,0.36599429358644536,-0.3634081170556585,-0.29158244920463844,-1.1845574121617028,0,0,0,0,0,0,-0.5232977485929622,0.3213661998952903,-1.099914078674727,-1.174394039255663,1.3318889527502387
7019,M21878,0.13369098737621637,0.4295901743138648,-0.8928302176319357,0.675185864726459,-1.1375463686020884,0,0,0,0,0,0,0.43010929839595113,0.4320022791391795,-0.9373785999350768,-1.1651843178102894,1.3318889527502387
7020,L54199,0.1805954035567317,0.49318605504132046,1.0938671494790426,-1.278284130433284,-1.090535325042474,0,0,0,0,0,0,-1.2413763841228846,0.4320022791391795,-1.1578716450831943,-0.9836933877787185,-0.3380416704365194
7021,L54200,0.1805954035567317,0.49318605504132046,-0.4398195542522346,1.3828204037894265,-1.0591946293360643,0,0,0,0,0,0,1.8202257516684865,0.4320022791391795,-0.752098043336162,-1.0633030121866303,-0.3380416704365194
7022,H36435,0.13369098737621637,0.36599429358644536,0.4934915715059448,-0.730116529750703,-1.0278539336296546,0,0,0,0,0,0,-0.6567643889202213,0.3213661998952903,-1.0360583321381587,-0.9615702504572512,-2.0079722936232773
7023,L54202,0.13369098737621637,0.3023984128589897,0.11143438552306434,-0.6703164278580577,-0.9495021943636306,0,0,0,0,0,0,-0.7880836940952216,0.2107301206513382,-0.9683175567746971,-0.914085718919008,-0.3380416704365194
7024,M21883,0.13369098737621637,0.36599429358644536,0.17147194332037413,-0.1420821944730255,-0.9181614986572209,0,0,0,0,0,0,0.06077741282163631,0.3213661998952903,-0.8512722337535756,-0.8777221735992106,1.3318889527502387
7025,L54204,0.08678657119572769,0.36599429358644536,3.2006396321846404,-2.1154855569303166,-0.8711504550976064,0,0,0,0,0,0,-1.9642670025167352,0.4320022791391795,-1.1811111811567905,-0.5397253965540012,-0.3380416704365194
7026,H36439,0.08678657119572769,0.36599429358644536,-0.5053150718492998,0.47585219175097504,-0.8398097593911967,0,0,0,0,0,0,0.47107459673246677,0.4320022791391795,-0.6628483356492657,-0.8674231302624488,-2.0079722936232773
7027,L54206,0.08678657119572769,0.4295901743138648,0.013191109127466513,-0.032448674336509185,-0.7614580201251726,0,0,0,0,0,0,0.1174670608412888,0.5426383583830686,-0.6919860518509631,-0.7392792641300469,-0.3380416704365194
7028,L54207,0.08678657119572769,0.36599429358644536,-0.17783748386397372,-0.5108494894776711,-0.730117324418763,0,0,0,0,0,0,-0.7243273613017708,0.4320022791391795,-0.7691215332867294,-0.7302081836526682,-0.3380416704365194
7029,M21888,0.08678657119572769,0.36599429358644536,-0.7509232628382944,1.0439531597311038,-0.6987766287123534,0,0,0,0,0,0,1.0553059279763197,0.4320022791391795,-0.3919205526393009,-0.7668886226135968,1.3318889527502387
7030,L54209,0.08678657119572769,0.36599429358644536,-0.4725673130507672,-0.02248199068773485,-0.6517655851527389,0,0,0,0,0,0,-0.21234409731712167,0.4320022791391795,-0.591716989673243,-0.6913689067615337,-0.3380416704365194
